,Headline,Type,Username,URL,User URL,Date,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-25,2022-06-26,index,change1,change2,change3,change4,change5,change6,total_change
741,None,img,电灯泡它亮如白昼,https://hulanhe23476.lofter.com/post/740dfe2d_2b5b301fb,https://hulanhe23476.lofter.com/,2022-06-11,40,40,42,44,44,44,46,741,0,2,2,0,0,2,6
742,和男友分手以后（九）,text,刹那芳华,https://chaneifanghua515.lofter.com/post/30b0a4b5_2b5a9d411,https://chaneifanghua515.lofter.com/,2022-06-08,34,34,34,38,39,40,42,742,0,0,4,1,1,2,8
743,但是我想你了,text,ALFRED-真翊,https://alfredmaxwell.lofter.com/post/30fd3b0d_2b5afd420,https://alfredmaxwell.lofter.com/,2022-06-09,40,40,40,41,41,42,42,743,0,0,1,0,1,0,2
744,欲与罚：格林德沃之罪 chapter 46里德尔的摆烂人生（3）,text,éviter les roses,https://discreet.lofter.com/post/31f9d15f_2b5ad8789,https://discreet.lofter.com/,2022-06-08,37,37,37,38,39,41,42,744,0,0,1,1,2,1,5
745,None,img,Lorisen,https://2283399288.lofter.com/post/31b8f77a_2b5b0568f,https://2283399288.lofter.com/,2022-06-10,40,40,42,42,42,44,44,745,0,2,0,0,2,0,4
746,None,img,烤雁多加码,https://beibianchuilaidefeng73761.lofter.com/post/314c9f26_2b5b6c3b1,https://beibianchuilaidefeng73761.lofter.com/,2022-06-12,45,45,45,45,45,45,45,746,0,0,0,0,0,0,0
747,None,img,景河,https://tangchuxun.lofter.com/post/1d094349_2b5aae6c2,https://tangchuxun.lofter.com/,2022-06-07,45,45,45,45,45,45,45,747,0,0,0,0,0,0,0
748,【GGAD】【FB3】被世界最强的黑白巫师玩弄的一生 邓布利多篇 Chapter 15,text,Splitwarrior,https://splitwarrior.lofter.com/post/30cb80da_2b5a9e72c,https://splitwarrior.lofter.com/,2022-06-07,43,45,45,45,45,45,45,748,2,0,0,0,0,0,2
749,None,img,Visualization_可视化,https://echo-visualization.lofter.com/post/30d27d3c_2b5ae9e7e,https://echo-visualization.lofter.com/,2022-06-09,44,44,44,44,44,44,44,749,0,0,0,0,0,0,0
750,None,img,醉鹤径 ⃒⃘⃤,https://zuiyingqian.lofter.com/post/4ccac9bc_2b5b37b3d,https://zuiyingqian.lofter.com/,2022-06-11,41,42,42,43,43,43,43,750,1,0,1,0,0,0,2
751,【GGAD】《血盟故障维修处》#6,text,红笔掉了,https://hongbidiaole.lofter.com/post/4c40725b_2b5b60cb2,https://hongbidiaole.lofter.com/,2022-06-12,40,40,40,40,41,41,41,751,0,0,0,1,0,0,1
752,燃情外传Ⅳ：《烈情岁月》第三十六回 在公墓的圆形石阶广场上,text,雲绯,https://913502227.lofter.com/post/1e537bfb_2b5b2fbf0,https://913502227.lofter.com/,2022-06-11,42,42,42,42,42,42,42,752,0,0,0,0,0,0,0
753,【GGAD】伤麟怨道穷（二）GG预言AD将死于复活石，他决定求婚以改变未来,text,为了果尔德施坦因,https://conquerityouwill.lofter.com/post/200c5a69_2b5b5feb8,https://conquerityouwill.lofter.com/,2022-06-12,40,40,40,40,40,42,42,753,0,0,0,0,2,0,2
754,None,img,可梦颖欣,https://kemengyingxin.lofter.com/post/30be3ce1_2b5b03d9d,https://kemengyingxin.lofter.com/,2022-06-09,41,41,41,41,41,41,41,754,0,0,0,0,0,0,0
755,【游穿书】平平无奇的维尔先生35,text,二律相悖,https://dest8.lofter.com/post/1ea572ba_2b5aa392d,https://dest8.lofter.com/,2022-06-11,38,37,37,37,37,37,37,755,-1,0,0,0,0,0,-1
756,燃情外传Ⅳ：《烈情岁月》第三十七回 火浪拍天,text,雲绯,https://913502227.lofter.com/post/1e537bfb_2b5b55de0,https://913502227.lofter.com/,2022-06-12,40,40,40,40,40,40,40,756,0,0,0,0,0,0,0
757,不可否认（GGAD甜文巨！！！甜（有点短））,text,玖落的老福特,https://jiuluodelaofute.lofter.com/post/74d96cae_2b5ab9496,https://jiuluodelaofute.lofter.com/,2022-06-07,36,38,39,40,40,40,40,757,2,1,1,0,0,0,4
758,None,img,可梦颖欣,https://kemengyingxin.lofter.com/post/30be3ce1_2b5af1c17,https://kemengyingxin.lofter.com/,2022-06-09,39,40,40,40,40,40,40,758,1,0,0,0,0,0,1
759,None,img,莉莉丝.伊娃.斯莱特林,https://lilisiyiwasilaitelin.lofter.com/post/7417dc7e_2b5b5a8fb,https://lilisiyiwasilaitelin.lofter.com/,2022-06-12,35,35,35,35,35,35,37,759,0,0,0,0,0,2,2
760,None,img,Nanasi,https://0555896822.lofter.com/post/4ca3d34f_2b5ab81f6,https://0555896822.lofter.com/,2022-06-07,36,36,36,36,37,38,38,760,0,0,0,1,1,0,2
761,(GGAD同人文) 夏季的玫瑰18,text,丶墨御涵,https://moyuhan59022.lofter.com/post/31cd8d85_2b5abc86a,https://moyuhan59022.lofter.com/,2022-06-07,37,37,37,37,37,37,37,761,0,0,0,0,0,0,0
762,None,img,可梦颖欣,https://kemengyingxin.lofter.com/post/30be3ce1_2b5b50363,https://kemengyingxin.lofter.com/,2022-06-12,36,36,36,36,36,37,38,762,0,0,0,0,1,1,2
763,假如霍格沃茨是个村,text,扎尼亚亚亚,https://fandongdong58160.lofter.com/post/740b4987_2b5a3dca0,https://fandongdong58160.lofter.com/,2022-06-11,37,37,37,37,37,37,37,763,0,0,0,0,0,0,0
764,None,img,阿晒晒░,https://xiaobianjiadeliziqiao.lofter.com/post/30f70fc2_2b5b542b0,https://xiaobianjiadeliziqiao.lofter.com/,2022-06-12,33,33,34,34,34,34,34,764,0,1,0,0,0,0,1
765,一生铭记（下）,text,山葵,https://9845205301.lofter.com/post/3145dad5_2b5b70689,https://9845205301.lofter.com/,2022-06-12,31,31,31,31,33,33,33,765,0,0,0,2,0,0,2
